fecha,demanda,tmed,hrmed,diasem,trim,festivo
2020-06-18,26066.31,18.04,59.48,3,1,0
2020-06-19,26151.93,18.96,56.9,4,1,0
2020-06-20,24134.12,20.51,52.07,5,1,0
2020-06-21,22914.96,21.68,49.81,6,1,0
2020-06-22,27522.98,23.16,47.11,0,1,0
2020-06-23,28349.51,24.28,45.89,1,1,0
2020-06-24,26629.11,23.97,53.51,2,1,0
2020-06-25,28553.55,22.84,57.08,3,1,0
2020-06-26,27879.9,21.49,56.66,4,1,0
2020-06-27,25310.75,21.74,55.68,5,1,0
2020-06-28,24276.51,22.99,56.27,6,1,0
2020-06-29,29333.06,23.43,54.37,0,1,0
2020-06-30,26770.0,24.12,52.82,1,1,0
2020-07-01,30427.67,23.73,53.92,2,2,0
2020-07-02,30436.67,21.66,55.36,3,2,0
2020-07-03,29105.9,20.49,51.85,4,2,0
2020-07-04,26235.06,21.87,47.38,5,2,0
2020-07-05,25060.78,24.02,45.31,6,2,0
2020-07-06,30351.25,23.86,50.27,0,2,0
2020-07-07,31062.31,24.41,43.26,1,2,0
2020-07-08,31119.84,24.49,49.28,2,2,0
2020-07-09,30607.5,23.87,53.85,3,2,0
2020-07-10,29939.94,22.75,56.02,4,2,0
2020-07-11,27111.43,23.79,52.69,5,2,0
2020-07-12,25038.5,24.09,58.79,6,2,0
2020-07-13,29962.08,23.39,53.83,0,2,0
2020-07-14,29946.0,22.08,50.87,1,2,0
2020-07-15,30090.18,21.69,52.45,2,2,0
2020-07-16,30192.86,22.97,48.89,3,2,0
2020-07-17,29905.54,23.41,47.36,4,2,0
2020-07-18,27075.54,24.0,47.57,5,2,0
2020-07-19,25574.11,24.92,49.59,6,2,0
2020-07-20,30634.13,25.17,49.6,0,2,0
2020-07-21,31149.2,24.85,53.45,1,2,0
2020-07-22,30889.35,24.65,53.7,2,2,0
2020-07-23,31324.96,25.01,49.34,3,2,0
2020-07-24,31045.42,24.49,49.57,4,2,0
2020-07-25,27614.96,24.75,46.97,5,2,0
2020-07-26,26306.24,25.64,47.31,6,2,0
2020-07-27,31658.1,26.87,47.07,0,2,0
2020-07-28,32232.41,25.58,52.83,1,2,0
2020-07-29,32308.59,25.92,51.62,2,2,0
2020-07-30,32975.2,27.54,47.51,3,2,0
2020-07-31,28573.25,26.72,46.99,4,2,0
2020-08-01,28857.78,25.84,48.53,5,2,0
2020-08-02,26360.92,23.9,52.0,6,2,0
2020-08-03,29388.31,22.54,51.25,0,2,0
2020-08-04,29644.72,22.88,51.94,1,2,0
2020-08-05,30398.36,24.44,47.4,2,2,0
2020-08-06,30774.9,26.39,44.76,3,2,0
2020-08-07,30678.54,27.12,46.72,4,2,0
2020-08-08,27574.92,26.75,47.54,5,2,0
2020-08-09,26004.72,26.51,48.0,6,2,0
2020-08-10,29140.86,25.01,52.79,0,2,0
2020-08-11,28857.82,23.53,63.78,1,2,0
2020-08-12,27992.47,21.87,64.52,2,2,0
2020-08-13,28259.81,22.19,56.9,3,2,0
2020-08-14,27896.4,22.48,55.31,4,2,0
2020-08-15,24541.62,21.72,54.91,5,2,1
2020-08-16,23103.62,20.61,51.32,6,2,0
2020-08-17,26769.66,21.43,57.85,0,2,0
2020-08-18,27942.19,22.69,59.68,1,2,0
2020-08-19,28638.31,24.2,45.86,2,2,0
2020-08-20,28775.97,24.2,46.38,3,2,0
2020-08-21,29123.08,23.54,56.9,4,2,0
2020-08-22,26393.52,23.04,53.6,5,2,0
2020-08-23,24457.01,22.65,51.97,6,2,0
2020-08-24,29099.38,23.14,52.51,0,2,0
2020-08-25,30667.95,24.58,50.07,1,2,0
2020-08-26,31334.39,25.28,51.45,2,2,0
2020-08-27,31547.15,25.41,52.79,3,2,0
2020-08-28,30193.72,21.73,57.9,4,2,0
2020-08-29,24513.54,17.55,56.23,5,2,0
2020-08-30,22355.88,16.63,52.8,6,2,0
2020-08-31,24262.0,17.74,48.95,0,2,0
2020-09-01,27785.08,19.53,49.91,1,2,0
2020-09-02,28190.49,19.98,52.01,2,2,0
2020-09-03,28577.64,21.46,48.74,3,2,0
2020-09-04,28719.58,22.78,48.24,4,2,0
2020-09-05,25637.51,22.2,55.95,5,2,0
2020-09-06,23743.05,21.32,56.98,6,2,0
2020-09-07,27483.11,19.47,53.47,0,2,0
2020-09-08,27722.02,19.2,51.25,1,2,0
2020-09-09,28521.07,20.31,53.58,2,2,0
2020-09-10,28655.09,21.17,52.57,3,2,0
2020-09-11,27745.67,22.03,50.62,4,2,0
2020-09-12,25756.15,22.86,47.66,5,2,0
2020-09-13,24112.37,23.77,45.63,6,2,0
2020-09-14,28823.59,23.05,52.45,0,2,0
2020-09-15,29569.49,22.23,60.89,1,2,0
2020-09-16,29946.99,22.05,58.71,2,2,0
2020-09-17,29365.96,22.2,63.87,3,2,0
2020-09-18,28233.99,19.36,75.43,4,2,0
2020-09-19,24583.74,18.44,75.44,5,2,0
2020-09-20,22765.61,18.58,73.59,6,2,0
2020-09-21,27259.1,18.81,68.47,0,2,0
2020-09-22,28005.56,18.57,65.81,1,2,0
2020-09-23,28200.42,19.22,70.02,2,2,0
2020-09-24,28124.1,18.28,67.74,3,2,0
2020-09-25,27140.13,14.69,57.62,4,2,0
2020-09-26,23882.88,14.49,61.55,5,2,0
2020-09-27,22232.0,14.89,57.46,6,2,0
2020-09-28,26554.38,15.37,54.91,0,2,0
2020-09-29,27734.5,17.16,54.28,1,2,0
2020-09-30,24360.25,17.37,59.11,2,2,0
2020-10-01,27792.49,17.02,63.44,3,3,0
2020-10-02,27500.4,12.63,74.25,4,3,0
2020-10-03,23972.41,11.73,63.36,5,3,0
2020-10-04,22616.86,12.56,67.84,6,3,0
2020-10-05,26977.64,13.79,64.06,0,3,0
2020-10-06,27578.06,16.81,67.05,1,3,0
2020-10-07,27796.53,18.19,65.2,2,3,0
2020-10-08,27905.68,18.21,64.66,3,3,0
2020-10-09,26977.3,17.95,66.61,4,3,0
2020-10-10,24018.49,16.12,68.23,5,3,0
2020-10-11,22163.53,13.31,61.1,6,3,0
2020-10-12,22613.17,12.81,58.21,0,3,1
2020-10-13,26919.52,14.19,62.46,1,3,0
2020-10-14,27885.88,11.85,64.83,2,3,0
2020-10-15,28034.6,10.59,62.63,3,3,0
2020-10-16,27880.98,10.22,60.41,4,3,0
2020-10-17,24994.27,11.49,59.91,5,3,0
2020-10-18,23099.28,13.5,58.21,6,3,0
2020-10-19,27523.14,15.42,54.38,0,3,0
2020-10-20,28267.72,16.09,74.64,1,3,0
2020-10-21,28011.54,16.13,74.39,2,3,0
2020-10-22,28184.78,14.67,83.64,3,3,0
2020-10-23,27540.84,13.01,75.66,4,3,0
2020-10-24,24476.31,12.38,73.08,5,3,0
2020-10-25,22902.49,12.17,76.24,6,3,0
2020-10-26,27349.28,10.13,69.43,0,3,0
2020-10-27,28224.85,10.83,71.03,1,3,0
2020-10-28,28473.12,13.02,75.33,2,3,0
2020-10-29,28505.39,13.66,72.74,3,3,0
2020-10-30,28192.65,14.34,68.6,4,3,0
2020-10-31,22194.33,15.13,68.02,5,3,0
2020-11-01,22779.62,15.89,70.6,6,3,1
2020-11-02,25707.02,15.59,72.95,0,3,0
2020-11-03,27786.44,12.23,78.93,1,3,0
2020-11-04,28936.71,9.91,82.62,2,3,0
2020-11-05,28918.65,12.11,82.15,3,3,0
2020-11-06,28111.4,15.12,75.19,4,3,0
2020-11-07,25013.2,13.33,82.45,5,3,0
2020-11-08,23132.34,12.98,78.39,6,3,0
2020-11-09,27459.61,12.52,80.8,0,3,0
2020-11-10,28330.62,11.82,81.02,1,3,0
2020-11-11,28619.6,11.53,77.62,2,3,0
2020-11-12,28641.36,12.48,76.39,3,3,0
2020-11-13,28388.47,12.56,77.27,4,3,0
2020-11-14,25402.13,12.61,84.38,5,3,0
2020-11-15,23173.92,14.67,82.26,6,3,0
2020-11-16,27577.22,13.24,79.3,0,3,0
2020-11-17,28456.15,13.0,76.74,1,3,0
2020-11-18,28640.12,13.98,75.31,2,3,0
2020-11-19,28329.47,13.15,76.71,3,3,0
2020-11-20,28158.95,10.77,66.25,4,3,0
2020-11-21,25622.55,9.9,63.76,5,3,0
2020-11-22,24261.81,9.42,67.9,6,3,0
2020-11-23,29192.1,9.16,69.42,0,3,0
2020-11-24,30309.92,8.8,71.89,1,3,0
2020-11-25,30500.38,9.17,80.93,2,3,0
2020-11-26,30375.7,10.45,83.22,3,3,0
2020-11-27,30102.13,10.08,84.3,4,3,0
2020-11-28,26746.95,9.4,83.59,5,3,0
2020-11-29,25135.17,10.2,81.01,6,3,0
2020-11-30,25624.0,10.04,80.56,0,3,0
2020-12-01,29772.17,9.05,74.68,1,3,0
2020-12-02,30149.15,7.07,68.37,2,3,0
2020-12-03,31039.28,6.01,69.96,3,3,0
2020-12-04,31181.02,5.11,77.95,4,3,0
2020-12-05,28333.12,3.92,76.15,5,3,0
2020-12-06,26436.93,5.01,77.34,6,3,1
2020-12-07,27855.22,7.73,80.6,0,3,0
2020-12-08,27131.58,6.42,75.81,1,3,1
2020-12-09,31699.75,6.0,75.11,2,3,0
2020-12-10,32050.36,9.79,85.23,3,3,0
2020-12-11,31003.14,12.24,86.21,4,3,0
2020-12-12,26848.49,10.6,74.78,5,3,0
2020-12-13,25553.06,10.62,80.98,6,3,0
2020-12-14,30216.38,10.66,85.01,0,3,0
2020-12-15,30532.78,9.01,78.59,1,3,0
2020-12-16,31174.72,8.41,80.55,2,3,0
2020-12-17,31102.83,8.27,84.11,3,3,0
2020-12-18,30888.36,8.03,84.69,4,3,0
2020-12-19,27569.35,8.37,87.74,5,3,0
2020-12-20,25664.25,8.61,84.0,6,3,0
2020-12-21,29831.56,9.86,84.57,0,3,0
2020-12-22,29758.4,11.23,82.51,1,3,0
2020-12-23,28842.12,9.74,84.25,2,3,0
2020-12-24,25371.63,7.53,81.07,3,3,0
2020-12-25,22567.3,4.97,68.51,4,3,1
2020-12-26,25321.36,3.8,64.69,5,3,0
2020-12-27,25604.74,4.08,67.47,6,3,0
2020-12-28,28849.01,6.02,72.76,0,3,0
2020-12-29,29071.9,4.83,75.98,1,3,0
2020-12-30,29235.28,4.24,74.27,2,3,0
2020-12-31,24722.83,4.5,78.71,3,3,0
2021-01-01,23900.12,3.77,77.73,4,0,1
2021-01-02,26971.02,2.31,72.75,5,0,0
2021-01-03,27069.83,2.51,71.89,6,0,0
2021-01-04,31798.51,2.22,77.33,0,0,0
2021-01-05,32257.47,1.93,77.44,1,0,0
2021-01-06,27918.88,1.76,74.97,2,0,1
2021-01-07,34269.9,1.27,83.83,3,0,0
2021-01-08,34907.37,1.11,82.21,4,0,0
2021-01-09,30855.35,1.24,86.48,5,0,0
2021-01-10,29380.51,1.93,81.48,6,0,0
2021-01-11,34095.62,1.72,73.71,0,0,0
2021-01-12,35252.53,1.92,71.44,1,0,0
2021-01-13,35148.13,3.68,70.24,2,0,0
2021-01-14,35000.12,3.95,72.52,3,0,0
2021-01-15,34542.41,4.89,73.89,4,0,0
2021-01-16,30677.78,5.12,65.87,5,0,0
2021-01-17,28542.98,6.03,66.99,6,0,0
2021-01-18,33444.72,6.44,73.82,0,0,0
2021-01-19,34052.82,5.79,72.96,1,0,0
2021-01-20,34050.81,7.12,82.33,2,0,0
2021-01-21,32799.32,9.79,80.2,3,0,0
2021-01-22,31794.81,8.52,76.51,4,0,0
2021-01-23,28570.86,8.18,79.75,5,0,0
2021-01-24,26109.01,9.32,74.82,6,0,0
2021-01-25,31113.63,9.63,87.54,0,0,0
2021-01-26,30793.56,10.41,87.08,1,0,0
2021-01-27,29953.29,12.95,84.42,2,0,0
2021-01-28,29673.92,13.31,79.04,3,0,0
2021-01-29,29048.65,12.72,78.31,4,0,0
2021-01-30,26732.68,10.35,73.51,5,0,0
2021-01-31,24190.83,10.71,77.77,6,0,0
2021-02-01,29144.69,12.13,71.73,0,0,0
2021-02-02,29708.72,11.9,76.76,1,0,0
2021-02-03,29611.99,11.28,75.65,2,0,0
2021-02-04,29536.06,10.57,80.24,3,0,0
2021-02-05,29511.33,10.15,81.66,4,0,0
2021-02-06,26562.72,8.28,83.74,5,0,0
2021-02-07,25218.54,6.72,77.66,6,0,0
2021-02-08,30249.6,8.46,80.54,0,0,0
2021-02-09,31655.03,8.26,81.95,1,0,0
2021-02-10,30703.9,9.37,75.22,2,0,0
2021-02-11,30330.26,10.99,81.42,3,0,0
2021-02-12,29693.55,10.63,78.05,4,0,0
2021-02-13,26387.6,9.94,72.54,5,0,0
2021-02-14,25162.62,9.7,71.79,6,0,0
2021-02-15,29671.73,10.44,70.51,0,0,0
2021-02-16,30013.41,10.44,70.27,1,0,0
2021-02-17,30048.6,10.9,71.27,2,0,0
2021-02-18,30132.6,10.75,68.62,3,0,0
2021-02-19,29859.8,11.18,62.67,4,0,0
2021-02-20,26621.07,11.77,58.94,5,0,0
2021-02-21,25490.53,9.16,76.44,6,0,0
2021-02-22,29665.26,7.85,76.01,0,0,0
2021-02-23,29946.49,9.42,68.17,1,0,0
2021-02-24,29879.52,11.21,68.55,2,0,0
2021-02-25,29758.15,10.36,76.63,3,0,0
2021-02-26,29571.28,10.82,75.17,4,0,0
2021-02-27,26505.22,9.99,70.92,5,0,0
2021-02-28,24005.17,8.71,74.27,6,0,0
2021-03-01,29204.39,9.59,77.14,0,0,0
2021-03-02,29942.79,10.69,75.71,1,0,0
2021-03-03,29753.05,11.1,75.01,2,0,0
2021-03-04,29514.83,10.69,73.23,3,0,0
2021-03-05,29307.09,10.03,75.71,4,0,0
2021-03-06,26049.53,9.5,75.17,5,0,0
2021-03-07,24679.48,8.96,80.6,6,0,0
2021-03-08,29637.97,8.09,78.8,0,0,0
2021-03-09,30281.28,7.39,71.17,1,0,0
2021-03-10,29913.59,8.33,63.96,2,0,0
2021-03-11,29467.98,11.4,68.72,3,0,0
2021-03-12,28993.22,9.85,67.66,4,0,0
2021-03-13,25636.95,9.09,64.08,5,0,0
2021-03-14,24131.62,9.6,64.27,6,0,0
2021-03-15,28820.23,10.0,61.73,0,0,0
2021-03-16,29234.86,10.65,61.13,1,0,0
2021-03-17,29218.4,11.34,57.57,2,0,0
2021-03-18,29547.15,8.29,59.66,3,0,0
2021-03-19,28042.21,6.9,69.38,4,0,0
2021-03-20,26595.08,6.17,53.85,5,0,0
2021-03-21,25026.09,7.04,55.65,6,0,0
2021-03-22,29338.54,9.07,54.79,0,0,0
2021-03-23,29460.41,10.32,52.45,1,0,0
2021-03-24,29160.8,11.14,55.76,2,0,0
2021-03-25,28781.0,11.73,59.56,3,0,0
2021-03-26,28499.83,11.66,61.9,4,0,0
2021-03-27,25632.52,11.44,61.59,5,0,0
2021-03-28,23619.15,12.96,56.51,6,0,0
2021-03-29,27640.47,14.44,51.15,0,0,0
2021-03-30,27927.31,15.36,49.68,1,0,0
2021-03-31,23312.5,16.13,43.33,2,0,0
2021-04-01,23832.49,15.44,49.42,3,1,0
2021-04-02,22007.88,13.92,67.79,4,1,1
2021-04-03,22808.6,12.94,65.57,5,1,0
2021-04-04,21763.78,11.86,59.96,6,1,0
2021-04-05,23952.03,12.67,56.49,0,1,0
2021-04-06,23540.128571428573,12.23,55.92,1,1,0
2021-04-07,28060.99,10.92,53.89,2,1,0
2021-04-08,28226.68,11.89,63.88,3,1,0
2021-04-09,28245.33,11.45,77.59,4,1,0
2021-04-10,25103.55,12.49,80.36,5,1,0
2021-04-11,23389.08,10.64,78.14,6,1,0
2021-04-12,27498.19,10.28,61.61,0,1,0
2021-04-13,28569.54,11.32,68.51,1,1,0
2021-04-14,28367.54,12.66,70.01,2,1,0
2021-04-15,28589.86,10.89,69.28,3,1,0
2021-04-16,28169.31,9.64,59.1,4,1,0
2021-04-17,25135.0,8.96,55.13,5,1,0
2021-04-18,23363.13,10.68,51.4,6,1,0
2021-04-19,27857.33,12.78,56.13,0,1,0
2021-04-20,28243.53,12.92,70.15,1,1,0
2021-04-21,28230.19,12.45,75.64,2,1,0
2021-04-22,28308.53,13.1,76.22,3,1,0
2021-04-23,27124.13,13.61,66.28,4,1,0
2021-04-24,24458.41,14.22,66.3,5,1,0
2021-04-25,23318.08,13.83,75.65,6,1,0
2021-04-26,27535.17,13.73,80.34,0,1,0
2021-04-27,27959.5,13.31,81.93,1,1,0
2021-04-28,27648.22,13.09,79.06,2,1,0
2021-04-29,27959.15,11.98,76.02,3,1,0
2021-04-30,23142.25,11.24,72.98,4,1,0
2021-05-01,22536.03,10.78,65.36,5,1,1
2021-05-02,22019.67,10.83,61.62,6,1,0
2021-05-03,26508.81,12.26,64.79,0,1,0
2021-05-04,27366.93,13.92,58.59,1,1,0
2021-05-05,27411.48,15.42,58.66,2,1,0
2021-05-06,27233.51,16.26,58.18,3,1,0
2021-05-07,26952.84,17.74,54.61,4,1,0
2021-05-08,24012.08,18.36,50.37,5,1,0
2021-05-09,22648.69,14.81,70.0,6,1,0
2021-05-10,26679.58,12.52,68.5,0,1,0
2021-05-11,27238.88,11.78,57.53,1,1,0
2021-05-12,27313.31,13.7,60.39,2,1,0
2021-05-13,27590.63,13.6,66.76,3,1,0
2021-05-14,27156.78,14.45,56.89,4,1,0
2021-05-15,24281.25,16.82,62.54,5,1,0
2021-05-16,22838.08,17.54,61.55,6,1,0
2021-05-17,26638.15,16.4,54.38,0,1,0
2021-05-18,27682.14,16.83,59.54,1,1,0
2021-05-19,27787.84,16.02,53.72,2,1,0
2021-05-20,27663.49,17.48,50.65,3,1,0
2021-05-21,27425.85,17.36,55.89,4,1,0
2021-05-22,24311.86,14.88,55.0,5,1,0
2021-05-23,22552.54,12.93,63.65,6,1,0
2021-05-24,26012.38,14.39,57.77,0,1,0
2021-05-25,27224.19,15.3,54.35,1,1,0
2021-05-26,27529.87,16.72,57.47,2,1,0
2021-05-27,27611.61,17.54,59.59,3,1,0
2021-05-28,27282.67,19.38,61.15,4,1,0
2021-05-29,24666.1,20.04,58.21,5,1,0
2021-05-30,23001.62,20.45,59.62,6,1,0
2021-05-31,24658.67,20.84,58.42,0,1,0
2021-06-01,27738.9,18.11,69.15,1,1,0
2021-06-02,27866.32,18.07,62.59,2,1,0
2021-06-03,27753.6,18.25,64.36,3,1,0
2021-06-04,27454.85,17.53,65.32,4,1,0
2021-06-05,24424.45,17.53,67.19,5,1,0
2021-06-06,22814.68,18.74,57.83,6,1,0
2021-06-07,27619.75,20.22,51.22,0,1,0
2021-06-08,28723.23,21.51,49.23,1,1,0
2021-06-09,29105.79,21.64,49.92,2,1,0
2021-06-10,29454.81,21.99,49.91,3,1,0
2021-06-11,29041.09,21.69,54.83,4,1,0
2021-06-12,26181.03,21.92,52.38,5,1,0
2021-06-13,24529.3,23.18,50.59,6,1,0
2021-06-14,29605.69,23.46,52.94,0,1,0
2021-06-15,30307.97,23.47,51.58,1,1,0
2021-06-16,29976.66,22.39,59.9,2,1,0
2021-06-17,28912.54,18.38,77.87,3,1,0
2021-06-18,28427.97,18.45,71.83,4,1,0
2021-06-19,25350.94,18.28,67.54,5,1,0
2021-06-20,23335.92,17.66,66.65,6,1,0
2021-06-21,27672.58,17.64,61.28,0,1,0
2021-06-22,28167.59,17.3,63.49,1,1,0
2021-06-23,27609.58,17.07,61.37,2,1,0
2021-06-24,26446.97,18.77,54.67,3,1,0
2021-06-25,27529.26,20.64,52.81,4,1,0
2021-06-26,25542.1,21.59,53.59,5,1,0
2021-06-27,23861.93,19.78,53.6,6,1,0
2021-06-28,28081.17,18.72,52.11,0,1,0
2021-06-29,29142.91,19.39,51.99,1,1,0
2021-06-30,26848.0,20.83,54.43,2,1,0
2021-07-01,29653.06,22.24,53.07,3,2,0
2021-07-02,29741.0,22.86,49.68,4,2,0
2021-07-03,27086.16,22.85,52.1,5,2,0
2021-07-04,25614.54,22.6,52.81,6,2,0
2021-07-05,30316.29,23.63,51.68,0,2,0
2021-07-06,30411.53,20.66,60.55,1,2,0
2021-07-07,29386.46,19.28,57.07,2,2,0
2021-07-08,29185.33,19.79,51.51,3,2,0
2021-07-09,29615.51,21.85,51.99,4,2,0
2021-07-10,27462.45,23.93,47.86,5,2,0
2021-07-11,26075.97,24.98,50.12,6,2,0
2021-07-12,30082.5,20.61,52.47,0,2,0
2021-07-13,29337.03,18.58,50.51,1,2,0
2021-07-14,29332.22,19.67,52.74,2,2,0
2021-07-15,29646.53,21.18,51.43,3,2,0
2021-07-16,30004.73,22.86,47.08,4,2,0
2021-07-17,27663.77,24.32,45.65,5,2,0
2021-07-18,25926.99,24.2,47.94,6,2,0
2021-07-19,30728.03,24.21,49.11,0,2,0
2021-07-20,31206.01,24.25,50.17,1,2,0
2021-07-21,31673.88,24.89,48.73,2,2,0
2021-07-22,32084.57,25.73,43.61,3,2,0
2021-07-23,31577.25,24.35,45.41,4,2,0
2021-07-24,27833.61,22.6,47.88,5,2,0
2021-07-25,25585.88,21.81,54.12,6,2,0
2021-07-26,29446.77,21.62,60.26,0,2,0
2021-07-27,30307.46,22.38,55.87,1,2,0
2021-07-28,30644.42,22.94,54.98,2,2,0
2021-07-29,31164.77,23.85,54.21,3,2,0
2021-07-30,30926.67,23.28,53.65,4,2,0
2021-07-31,24124.0,19.4,59.91,5,2,0
2021-08-01,23928.24,18.68,53.7,6,2,0
2021-08-02,27429.12,20.28,55.42,0,2,0
2021-08-03,28286.21,21.55,55.46,1,2,0
2021-08-04,28688.78,22.79,55.87,2,2,0
2021-08-05,29094.03,23.28,50.69,3,2,0
2021-08-06,28799.31,22.81,52.01,4,2,0
2021-08-07,26404.24,21.44,53.12,5,2,0
2021-08-08,24147.21,20.5,53.49,6,2,0
2021-08-09,27300.42,22.59,53.67,0,2,0
2021-08-10,28127.72,24.14,53.36,1,2,0
2021-08-11,29221.9,26.1,51.49,2,2,0
2021-08-12,29998.56,26.97,49.01,3,2,0
2021-08-13,30209.28,27.41,46.01,4,2,0
2021-08-14,28965.51,28.5,44.09,5,2,0
2021-08-15,27288.62,26.96,44.85,6,2,1
2021-08-16,28812.67,23.95,47.48,0,2,0
2021-08-17,28639.25,22.02,52.0,1,2,0
2021-08-18,28531.11,21.66,55.41,2,2,0
2021-08-19,28410.64,21.98,58.46,3,2,0
2021-08-20,28500.53,23.29,54.06,4,2,0
2021-08-21,28118.531428571423,23.82,52.68,5,2,0
2021-08-22,25215.83,24.29,53.26,6,2,0
2021-08-23,29213.65,24.19,54.75,0,2,0
2021-08-24,29450.95,22.9,58.31,1,2,0
2021-08-25,29189.97,22.43,61.85,2,2,0
2021-08-26,29628.38,23.66,58.61,3,2,0
2021-08-27,29683.79,24.1,51.81,4,2,0
2021-08-28,26519.12,22.55,52.31,5,2,0
2021-08-29,24527.01,21.51,56.79,6,2,0
2021-08-30,28827.72,21.34,61.25,0,2,0
2021-08-31,26671.25,22.26,61.66,1,2,0
2021-09-01,29175.77,20.71,73.86,2,2,0
2021-09-02,28953.85,20.46,71.35,3,2,0
2021-09-03,28873.74,21.25,65.44,4,2,0
2021-09-04,25867.22,21.92,59.41,5,2,0
2021-09-05,24615.17,23.61,55.2,6,2,0
2021-09-06,29861.28,25.18,52.9,0,2,0
2021-09-07,30452.62,24.1,56.58,1,2,0
2021-09-08,29764.51,21.92,64.03,2,2,0
2021-09-09,29882.89,21.17,66.14,3,2,0
2021-09-10,29244.89,20.78,63.43,4,2,0
2021-09-11,26010.71,20.79,60.82,5,2,0
2021-09-12,24550.33,22.33,55.2,6,2,0
2021-09-13,28941.28,21.82,64.76,0,2,0
2021-09-14,29389.12,19.86,77.89,1,2,0
2021-09-15,29125.06,20.0,75.03,2,2,0
2021-09-16,28306.12,19.45,72.29,3,2,0
2021-09-17,28031.16,19.51,67.62,4,2,0
2021-09-18,24767.9,18.34,66.28,5,2,0
2021-09-19,22915.97,17.66,60.12,6,2,0
2021-09-20,27096.32,17.33,65.33,0,2,0
2021-09-21,27143.3,16.16,66.18,1,2,0
2021-09-22,27446.4,17.05,68.99,2,2,0
2021-09-23,27502.44,18.35,71.2,3,2,0
2021-09-24,27320.1,19.05,77.26,4,2,0
2021-09-25,24548.01,18.68,74.67,5,2,0
2021-09-26,22761.06,18.58,67.08,6,2,0
2021-09-27,27191.72,18.92,65.3,0,2,0
2021-09-28,27963.98,18.11,67.18,1,2,0
2021-09-29,28233.52,17.63,65.22,2,2,0
2021-09-30,24622.33,17.99,65.44,3,2,0
2021-10-01,27444.03,18.14,65.71,4,3,0
2021-10-02,24319.63,18.3,66.45,5,3,0
2021-10-03,22666.94,15.3,74.87,6,3,0
2021-10-04,26065.49,13.6,64.57,0,3,0
2021-10-05,26897.54,15.49,69.84,1,3,0
2021-10-06,27513.81,16.62,64.87,2,3,0
2021-10-07,27204.15,17.14,59.46,3,3,0
2021-10-08,26969.62,17.01,60.16,4,3,0
2021-10-09,23943.74,16.28,64.95,5,3,0
2021-10-10,22094.56,16.27,66.23,6,3,0
2021-10-11,24208.18,16.09,62.18,0,3,0
2021-10-12,22618.66,15.92,60.26,1,3,1
2021-10-13,26505.17,15.4,56.51,2,3,0
2021-10-14,26734.15,15.28,59.99,3,3,0
2021-10-15,27022.44,15.95,61.32,4,3,0
2021-10-16,24176.23,15.31,64.33,5,3,0
2021-10-17,22666.35,16.84,73.11,6,3,0
2021-10-18,26952.13,17.7,73.01,0,3,0
2021-10-19,27460.2,18.83,66.63,1,3,0
2021-10-20,27414.56,18.2,65.78,2,3,0
2021-10-21,27246.15,15.28,68.3,3,3,0
2021-10-22,26872.34,13.14,70.11,4,3,0
2021-10-23,23997.06,12.87,65.04,5,3,0
2021-10-24,22480.57,13.02,63.25,6,3,0
2021-10-25,26758.53,13.35,65.59,0,3,0
2021-10-26,27442.03,13.73,65.72,1,3,0
2021-10-27,27336.24,13.78,64.56,2,3,0
2021-10-28,27404.23,13.51,65.11,3,3,0
2021-10-29,27492.33,14.1,79.01,4,3,0
2021-10-30,24939.74,15.75,85.47,5,3,0
2021-10-31,21708.67,16.89,85.57,6,3,0
2021-11-01,22763.7,13.89,74.98,0,3,1
2021-11-02,26785.77,11.62,76.18,1,3,0
2021-11-03,27790.45,8.94,73.65,2,3,0
2021-11-04,28096.79,7.94,73.52,3,3,0
2021-11-05,28374.99,7.72,70.5,4,3,0
2021-11-06,25835.51,7.79,64.09,5,3,0
2021-11-07,24427.66,8.33,62.99,6,3,0
2021-11-08,28510.85,10.99,65.2,0,3,0
2021-11-09,28883.44,10.32,66.13,1,3,0
2021-11-10,29333.65,9.99,68.85,2,3,0
2021-11-11,29400.31,10.1,71.69,3,3,0
2021-11-12,29128.61,10.84,73.96,4,3,0
2021-11-13,25766.1,11.22,73.19,5,3,0
2021-11-14,24212.56,10.6,71.33,6,3,0
2021-11-15,28719.19,9.7,69.45,0,3,0
2021-11-16,29653.42,8.75,72.63,1,3,0
2021-11-17,29682.22,8.81,71.56,2,3,0
2021-11-18,29964.12,8.77,72.27,3,3,0
2021-11-19,29884.1,9.81,71.66,4,3,0
2021-11-20,26869.18,10.06,80.23,5,3,0
2021-11-21,24819.32,10.16,82.15,6,3,0
2021-11-22,29639.85,7.57,83.81,0,3,0
2021-11-23,30647.06,6.28,83.19,1,3,0
2021-11-24,31214.97,6.04,84.33,2,3,0
2021-11-25,31179.31,6.59,82.14,3,3,0
2021-11-26,30995.51,6.28,76.64,4,3,0
2021-11-27,28187.42,5.31,75.85,5,3,0
2021-11-28,26945.0,4.63,72.77,6,3,0
2021-11-29,31179.97,8.09,75.81,0,3,0
2021-11-30,27543.0,7.84,77.12,1,3,0
2021-12-01,31644.56,6.71,81.23,2,3,0
2021-12-02,31701.56,6.35,71.91,3,3,0
2021-12-03,31344.18,7.14,72.02,4,3,0
2021-12-04,28025.69,8.29,77.16,5,3,0
2021-12-05,26052.06,7.14,72.86,6,3,0
2021-12-06,26398.4,8.05,75.68,0,3,1
